Id,CreationDate,AcceptedAnswerId,Score,ViewCount,Tags,AnswerCount,CommentCount,FavoriteCount
"70259","2020-03-26 11:04:59","","0","10","<r><genetic-algorithms>","0","0",""
"70261","2020-03-26 12:06:46","","0","12","<python><neural-network><deep-learning><keras><tensorflow>","0","4",""
"70263","2020-03-26 12:43:44","","1","21","<pytorch>","0","0","1"
"70265","2020-03-26 13:05:02","","0","25","<machine-learning><deep-learning><time-series><data-leakage>","0","0",""
"70268","2020-03-26 14:05:16","71571","4","140","<python><data-mining><pandas><data-cleaning><dataframe>","2","0",""
"70272","2020-03-26 14:46:30","","1","34","<python><scikit-learn><random-forest><classifier>","1","2","1"
"80916","2020-08-28 06:41:19","","0","40","<python><numpy><dataframe><python-3.x>","0","8",""
"80917","2020-08-28 06:56:57","","0","46","<machine-learning><neural-network><regression><optimization><multi-output>","1","0","1"
"80920","2020-08-28 07:28:04","80950","1","36","<jupyter><anaconda>","2","3",""
"80921","2020-08-28 07:56:44","81512","6","205","<classification>","2","2","1"
"80923","2020-08-28 08:28:19","81033","4","220","<correlation><model-selection>","3","2","2"
"80924","2020-08-28 09:29:43","","0","36","<deep-learning><reinforcement-learning><dqn><policy-gradients><ai>","0","2",""
"80926","2020-08-28 09:48:27","80932","0","31","<clustering><evaluation><overfitting><model-selection>","1","3",""
"80927","2020-08-28 10:04:41","80930","0","15","<data-mining><data><visualization><data-analysis>","1","0",""
"80928","2020-08-28 10:22:04","","1","76","<time-series><data-mining>","0","0",""
"80929","2020-08-28 11:07:09","80942","2","77","<correlation><data-analysis><descriptive-statistics>","1","2",""
"80936","2020-08-28 12:44:37","","0","22","<neural-network><deep-learning>","0","0","1"
"80937","2020-08-28 12:53:15","","0","56","<machine-learning><classification><time-series>","1","0",""
"80938","2020-08-28 13:01:24","80940","0","24","<neural-network><feature-engineering>","1","0",""
"80939","2020-08-28 13:32:23","","0","27","<algorithms><data-analysis>","0","3",""
"80943","2020-08-28 14:37:53","","1","20","<machine-learning><deep-learning><computer-vision><image-recognition><object-detection>","0","4",""
"80944","2020-08-28 16:00:17","","1","26","<deep-learning><pytorch><object-detection><python-3.x><yolo>","1","0",""
"80945","2020-08-28 16:51:26","81789","1","287","<tensorflow><machine-learning-model><aws><sagemaker><pretraining>","1","0",""
"80948","2020-08-28 18:17:34","80955","1","28","<machine-learning><neural-network><deep-learning><keras><tensorflow>","1","0",""
"80954","2020-08-28 21:17:48","","0","31","<machine-learning><feature-selection><feature-engineering><feature-extraction><feature-scaling>","2","0",""
"80958","2020-08-29 00:09:25","","0","23","<deep-learning><classification><cnn><class-imbalance>","2","0",""
"80962","2020-08-29 07:28:56","","0","31","<machine-learning><nlp><pandas><natural-language-process>","1","0",""
"80965","2020-08-29 09:30:52","","2","53","<nlp><bert><transformer>","0","5","2"
"80968","2020-08-29 11:20:22","80988","-1","32","<classification><statistics><data><similarity>","1","3",""
"80969","2020-08-29 11:21:20","","0","14","<machine-learning><deep-learning><neural-style-transfer><pretraining>","0","0",""
"80970","2020-08-29 11:39:06","","0","25","<regression>","0","6",""
"80972","2020-08-29 09:24:48","","1","24","<training>","0","1",""
"80973","2020-08-29 13:13:27","","0","17","<autoencoder><generative-models><vae>","0","0",""
"80979","2020-08-29 18:59:05","","2","17","<deep-learning><lstm><forecasting>","0","0","1"
"80983","2020-08-30 07:30:55","","0","23","<machine-learning><deep-learning><cross-validation>","1","0",""
"80984","2020-08-30 07:36:35","","1","20","<machine-learning><data-mining><data-cleaning>","0","4",""
"80985","2020-08-30 08:31:43","","0","25","<google-cloud-platform>","0","0",""
"80989","2020-08-30 10:25:00","","0","25","<reinforcement-learning><q-learning>","0","1",""
"80991","2020-08-30 11:22:23","","1","212","<scikit-learn><regularization>","1","0",""
"80993","2020-08-30 11:32:42","80997","-2","26","<machine-learning><python><natural-language-process><machine-translation>","1","0",""
"80994","2020-08-30 12:30:56","81387","4","90","<python><logistic-regression><supervised-learning><text-classification>","1","2",""
"81001","2020-08-30 17:48:15","","0","19","<machine-learning><time-series><ann>","0","0",""
"81002","2020-08-30 17:57:18","81015","1","64","<random-forest><one-hot-encoding><dummy-variables>","1","0",""
"81003","2020-08-30 18:18:08","","1","40","<neural-network><xgboost><feature-engineering><one-hot-encoding><categorical-encoding>","1","3",""
"81004","2020-08-30 19:14:54","","1","30","<statistics><poisson>","1","0",""
"81005","2020-08-30 19:27:51","","1","51","<machine-learning><classification><nlp><dataset><statistics>","0","0",""
"81006","2020-08-30 19:39:12","","0","21","<machine-learning><dataset><statistics><sampling>","0","1",""
"81007","2020-08-30 20:06:33","","1","38","<machine-learning><autoencoder><sampling><generative-models>","1","0",""
"81009","2020-08-30 23:59:00","81011","2","281","<machine-learning><logistic-regression><supervised-learning>","3","2",""
"81016","2020-08-31 04:59:20","","0","40","<machine-learning><neural-network>","0","2",""
"81019","2020-08-31 06:28:51","","0","24","<machine-learning><machine-learning-model><cause-and-effect>","1","0",""
"70274","2020-03-26 15:46:48","","0","33","<scikit-learn><clustering><svm><word2vec><doc2vec>","0","0",""
"70276","2020-03-26 16:49:26","","0","30","<nlp><recommender-system><word-embeddings><word2vec><lda>","0","0",""
"70277","2020-03-26 17:08:02","","0","16","<dataset><multiclass-classification><recommender-system><feature-extraction><association-rules>","0","0",""
"70279","2020-03-26 17:45:18","","0","19","<machine-learning><python><deep-learning><lstm>","0","2",""
"70280","2020-03-26 17:53:38","","0","28","<r><dataset><rstudio><data-formats>","2","0",""
"70281","2020-03-26 17:55:35","","0","31","<feature-selection><multiclass-classification>","1","0",""
"70286","2020-03-26 18:21:52","","1","15","<classification><time-series><regression><statistics><theory>","1","0",""
"70288","2020-03-26 19:18:41","70294","0","119","<machine-learning><nlp><feature-extraction>","1","8",""
"70291","2020-03-26 20:50:48","","0","65","<tensorflow><gradient-descent><mini-batch-gradient-descent><learning-rate>","0","0",""
"70292","2020-03-26 21:03:48","","0","13","<training>","0","0",""
"70295","2020-03-27 00:48:21","","0","27","<machine-learning><deep-learning><time-series><lstm><embeddings>","0","0",""
"70296","2020-03-27 02:26:37","","0","26","<machine-learning><classification><preprocessing>","1","1",""
"70298","2020-03-27 04:38:24","","2","269","<python>","4","0",""
"70302","2020-03-27 06:20:29","","0","34","<training><object-detection><faster-rcnn>","0","0",""
"70303","2020-03-27 06:23:48","","0","517","<python><matplotlib><heatmap>","1","1",""
"70304","2020-03-27 06:31:47","","0","12","<visualization>","0","0","1"
"70307","2020-03-27 09:52:19","","0","7","<machine-learning><data-cleaning><methodology>","0","0",""
"70309","2020-03-27 09:57:37","72263","1","47","<deep-learning><time-series><regression>","1","4","0"
"70312","2020-03-27 10:29:11","","1","51","<python><scikit-learn>","0","1",""
"70313","2020-03-27 10:29:58","70318","0","107","<machine-learning><classification><regression><bioinformatics>","2","5",""
"70314","2020-03-27 11:07:24","","1","24","<machine-learning><training>","1","0","0"
"70325","2020-03-27 14:50:14","","3","2154","<python><scikit-learn><dataset><pandas><preprocessing>","1","0",""
"70326","2020-03-27 14:55:33","","3","1003","<machine-learning><python><time-series><lstm><rnn>","1","0",""
"70329","2020-03-27 16:01:41","","1","17","<neural-network><deep-learning><lstm><rnn><multivariate-distribution>","0","0",""
"70330","2020-03-27 16:48:36","","0","20","<bigdata><apache-hadoop><map-reduce><c>","0","0",""
"70332","2020-03-27 17:15:05","","0","29","<gaussian>","2","0",""
"70333","2020-03-27 17:54:28","","1","22","<machine-learning><neural-network><deep-learning><cnn><transfer-learning>","0","0",""
"70335","2020-03-27 19:04:39","","1","18","<feature-selection><feature-extraction><features>","0","0",""
"70336","2020-03-27 19:12:39","","1","12","<machine-learning><categorical-data><distribution>","0","0",""
"70337","2020-03-27 19:35:57","","1","418","<machine-learning><python><classification><logistic-regression>","1","0",""
"70345","2020-03-27 21:33:16","","0","11","<dataset><data>","0","1",""
"70346","2020-03-27 21:33:34","","-1","68","<machine-learning><deep-learning><machine-learning-model><mnist>","2","2",""
"70348","2020-03-27 23:27:34","70356","3","58","<neural-network><deep-learning><image-classification><convolution>","1","1",""
"70349","2020-03-27 23:42:57","70360","1","83","<machine-learning><neural-network><keras><categorical-data>","1","2",""
"70354","2020-03-28 07:48:56","","0","45","<deep-learning><tensorflow><clustering><image-classification><image-recognition>","1","2",""
"81026","2020-08-31 11:01:03","","0","41","<machine-learning><deep-learning><time-series><autoencoder>","0","0",""
"81027","2020-08-31 11:18:47","","0","18","<neural-network><keras><random-forest><multiclass-classification><confusion-matrix>","0","0",""
"81028","2020-08-31 11:59:33","","1","15","<python><regression><statsmodels>","0","1",""
"81029","2020-08-31 12:13:41","","0","10","<recurrent-neural-net><graph-neural-network>","0","0",""
"81030","2020-08-31 12:14:35","","0","22","<colab>","0","0",""
"81034","2020-08-31 14:00:28","81114","1","45","<machine-learning><python><nlp><nltk>","1","9",""
"81036","2020-08-31 14:31:24","","1","38","<machine-learning><classification><dataset><data>","4","0",""
"81039","2020-08-31 15:16:38","","1","92","<machine-learning><neural-network><deep-learning><multiclass-classification>","0","2","1"
"81040","2020-08-31 15:18:46","","1","41","<python><classification><time-series><clustering>","0","0",""
"81046","2020-08-31 17:22:21","","0","22","<classification><image-classification><training><class-imbalance><distribution>","1","0",""
"81047","2020-08-31 17:28:06","81235","2","94","<classification><scikit-learn><multilabel-classification>","2","6",""
"81048","2020-08-31 17:45:55","","0","18","<linear-regression><data-science-model>","0","1",""
"81050","2020-08-31 19:17:53","","0","9","<data><recommender-system><similarity><web-scraping><jaccard-coefficient>","0","0",""
"81051","2020-08-31 19:19:55","","1","45","<keras><tensorflow><image-segmentation>","1","2",""
"81058","2020-09-01 02:35:43","","0","31","<python><deep-learning><keras>","0","0",""
"81059","2020-09-01 07:26:19","","0","21","<machine-learning><neural-network><deep-learning><nlp><bert>","0","1",""
"81067","2020-09-01 09:24:59","","1","57","<deep-learning><image-classification><accuracy>","1","4",""
"81069","2020-09-01 11:42:56","","1","17","<matrix><sparse><estimation>","0","0","1"
"81070","2020-09-01 11:46:09","","0","13","<cnn><lstm><gru>","0","1",""
"81072","2020-09-01 12:22:07","","1","75","<nlp><preprocessing><tfidf><tokenization><bag-of-words>","3","0",""
"81076","2020-09-01 13:36:48","","0","31","<nlp><tfidf><tokenization><hashingvectorizer><bag-of-words>","1","0",""
"81077","2020-09-01 13:37:27","81096","1","20","<classification><clustering><k-means><pca><spectral-clustering>","1","0",""
"81078","2020-09-01 13:41:50","","0","13","<computer-vision><image-recognition><image-preprocessing><image>","0","0",""
"81079","2020-09-01 13:46:42","","1","24","<gradient>","0","0","1"
"81085","2020-09-01 14:41:02","","0","18","<machine-learning><nlp><data-cleaning><preprocessing>","1","0",""
"81086","2020-09-01 15:08:04","","1","18","<machine-learning><time-series><data-cleaning>","0","0",""
"81088","2020-09-01 15:16:41","","0","35","<deep-learning><image-classification><training><object-detection><yolo>","1","0","1"
"81089","2020-09-01 15:23:32","81138","0","101","<machine-learning><python><deep-learning><nlp><bert>","2","0",""
"81090","2020-09-01 15:45:24","","1","18","<machine-learning><classification><class-imbalance>","1","0",""
"81093","2020-09-01 16:34:12","","0","16","<machine-learning><time-series><statistics>","0","3",""
"81095","2020-09-01 20:59:23","","1","89","<deep-learning><keras><tensorflow><data-science-model>","0","0",""
"81100","2020-09-01 22:12:12","","0","41","<dataset><image-classification><svm><feature-extraction><overfitting>","1","0",""
"81101","2020-09-02 00:42:13","","1","19","<machine-learning><neural-network><keras><r><prediction>","0","2",""
"81102","2020-09-02 00:43:17","","0","21","<statistics><visualization><distribution><descriptive-statistics><representation>","0","0",""
"81103","2020-09-02 03:34:47","","0","14","<deep-learning><keras><image-segmentation>","0","0",""
"81104","2020-09-02 03:39:51","","0","24","<machine-learning><unsupervised-learning><pca>","0","3",""
"81105","2020-09-02 04:11:04","","0","34","<deep-learning><image-classification><accuracy>","1","5",""
"81107","2020-09-02 05:06:26","81111","0","637","<python><pandas>","1","0",""
"81109","2020-09-02 05:42:03","","0","15","<regression><data><sampling>","0","2",""
"81110","2020-09-02 05:58:46","","0","16","<deep-learning><image-classification><image>","0","0",""
"81112","2020-09-02 07:48:52","","0","20","<python><keras><tensorflow><cnn><accuracy>","0","0",""
"81115","2020-09-02 11:08:24","","1","26","<scikit-learn><feature-engineering><normalization><audio-recognition>","0","4","1"
"81116","2020-09-02 11:21:42","","0","31","<python><keras><tensorflow>","0","0",""
"81117","2020-09-02 11:24:05","","0","27","<classification><random-forest><xgboost><matrix>","0","0",""
"81118","2020-09-02 11:50:12","","1","22","<machine-learning><deep-learning><statistics><model-selection>","0","0",""
"81121","2020-09-02 13:16:26","","0","37","<pandas><dummy-variables>","2","0",""
"81123","2020-09-02 13:35:20","","1","33","<neural-network><deep-learning><nlp><text><matrix>","0","0",""
"81124","2020-09-02 13:42:50","","1","78","<machine-learning><deep-learning><cnn><coursera>","1","2",""
"81125","2020-09-02 13:45:29","","0","8","<machine-learning><deep-learning><dataset><word-embeddings><word2vec>","0","0",""
"81126","2020-09-02 14:14:12","81151","1","38","<neural-network><keras><cross-validation><loss-function>","1","0",""
"81127","2020-09-02 14:17:56","81139","0","47","<python><metric><loss>","1","0",""
"81131","2020-09-02 15:18:38","","0","32","<python><pandas>","1","1",""
"81132","2020-09-02 15:22:50","","0","28","<regression><loss>","1","0",""
"81133","2020-09-02 15:54:00","81134","1","14","<regression>","1","0",""
"70357","2020-03-28 09:21:42","","0","11","<machine-learning><python><recommender-system>","0","0",""
"70358","2020-03-28 09:22:36","","0","25","<python><deep-learning><keras><tensorflow>","0","2",""
"70361","2020-03-28 11:38:39","","0","17","<python><tensorflow><object-detection>","0","0",""
"70364","2020-03-28 13:08:52","","0","36","<r><regression><class-imbalance><smote>","0","0",""
"70366","2020-03-28 13:54:42","","0","14","<machine-learning><scikit-learn><feature-selection>","0","0",""
"71360","2020-03-28 15:07:26","71363","-1","26","<machine-learning><scikit-learn><svm><features>","1","0",""
"71362","2020-03-28 15:12:00","","1","40","<deep-learning><keras><image-classification>","1","0",""
"71368","2020-03-28 16:55:44","","0","35","<python><matplotlib><mathematics>","0","1",""
"71372","2020-03-28 18:02:54","","1","84","<deep-learning><computer-vision>","1","1",""
"71375","2020-03-28 18:59:09","","0","162","<word-embeddings><embeddings>","1","0",""
"71377","2020-03-28 20:01:14","","1","49","<python><predictive-modeling><machine-learning-model>","0","0","1"
"71379","2020-03-28 21:13:31","","0","175","<machine-learning><python><image-classification><computer-vision><image-preprocessing>","0","0",""
"71380","2020-03-28 21:15:30","","1","114","<neural-network><deep-learning><regression><loss-function><backpropagation>","0","3","1"
"71382","2020-03-28 22:14:40","","1","41","<dataset>","1","1","1"
"71384","2020-03-28 22:35:50","71389","0","401","<deep-learning><word-embeddings><pytorch>","1","2",""
"71385","2020-03-28 22:49:55","71415","1","99","<scikit-learn><nlp><class-imbalance><data-augmentation><smote>","1","0",""
"71386","2020-03-28 23:18:05","","2","39","<machine-learning><python><dataset><visualization><self-driving>","1","0",""
"71387","2020-03-28 23:55:35","","0","188","<data-cleaning><python-3.x>","1","0",""
"71391","2020-03-29 01:56:33","","1","47","<time-series><statistics><anomaly-detection><autoencoder>","1","0",""
"71392","2020-03-29 05:16:30","71395","1","15","<scikit-learn><random-forest><overfitting>","1","0",""
"71393","2020-03-29 05:39:42","71426","1","37","<python><classification><scikit-learn><adaboost>","1","0",""
"71394","2020-03-29 06:34:02","","1","15","<machine-learning><neural-network><r><time-series>","0","0",""
"71397","2020-03-29 09:13:18","","0","27","<predictive-modeling><accuracy>","1","1",""
"71398","2020-03-29 09:18:09","71401","-2","6408","<pandas><class-imbalance>","1","0",""
"71399","2020-03-29 09:32:13","","0","118","<neural-network><activation-function>","0","1","1"
"71404","2020-03-29 12:00:41","71406","12","1846","<python><pandas><matplotlib><tableau>","3","1","4"
"71408","2020-03-29 14:24:17","","0","120","<dataset><pandas><computer-vision><numpy><fastai>","1","0",""
"71409","2020-03-29 15:59:02","","1","66","<classification><keras><logistic-regression><implementation>","1","2",""
"71410","2020-03-29 16:44:19","","6","367","<random-forest><boosting><bagging>","1","0","1"
"71416","2020-03-29 20:10:42","","0","98","<computer-vision><pytorch>","0","1",""
"71418","2020-03-29 20:38:02","","0","19","<statistics><social-network-analysis>","0","0",""
"71419","2020-03-29 21:17:25","","0","34","<python><r><anaconda>","0","1",""
"71421","2020-03-29 21:32:49","","1","517","<machine-learning><scikit-learn><nlp><naive-bayes-classifier><ml>","1","0",""
"71427","2020-03-30 06:40:47","","1","85","<time-series><lstm><data-leakage>","0","0",""
"71429","2020-03-30 08:38:09","","0","16","<recommender-system><python-3.x>","0","0",""
"71431","2020-03-30 09:34:53","71433","0","17","<machine-learning><python><neural-network><deep-learning><classification>","1","0",""
"71432","2020-03-30 09:52:43","","1","45","<regression><descriptive-statistics><mathematics><anova>","0","0",""
"71434","2020-03-30 10:10:36","","2","13","<r><graphs><social-network-analysis>","0","0",""
"71439","2020-03-30 12:21:15","","1","25","<python><pandas><data>","1","2",""
"71440","2020-03-30 12:49:18","","0","12","<python><nlp><bert><openai-gpt>","0","0",""
"71443","2020-03-30 12:57:39","","0","14","<reinforcement-learning><pytorch><actor-critic>","0","0",""
"71444","2020-03-30 13:42:52","","0","18","<python><tensorflow><lstm><rnn>","0","0",""
"71446","2020-03-30 14:28:09","","0","41","<time-series><cross-validation>","0","0",""
"71449","2020-03-30 15:56:48","","0","9","<machine-learning><time-series><regression>","0","0",""
"71451","2020-03-30 17:08:39","","1","93","<keras><tensorflow><predictive-modeling><text-classification>","1","0",""
"71452","2020-03-30 17:28:13","71458","0","37","<r><dataframe>","1","0",""
"71454","2020-03-30 18:07:11","71582","5","175","<pytorch><gan><image>","1","2",""
"71456","2020-03-30 18:26:58","","0","15","<machine-learning><deep-learning><cnn><computer-vision><yolo>","0","0",""
"71459","2020-03-30 19:14:02","","0","38","<machine-learning><statistics><linear-regression><optimization><gradient-descent>","0","0",""
"81140","2020-09-02 17:44:36","","0","164","<deep-learning><training><yolo>","0","0",""
"81142","2020-09-02 19:43:26","81266","0","30","<python><clustering><anomaly-detection><dbscan>","2","0",""
"81143","2020-09-02 20:08:43","","0","33","<python><regression><linear-regression><loss-function>","0","0",""
"81144","2020-09-02 20:12:41","","0","12","<dimensionality-reduction><transformer><image-size>","0","0",""
"81147","2020-09-03 00:02:27","","0","24","<sampling><confidence><estimation>","0","2",""
"81148","2020-09-03 02:14:22","81152","0","42","<machine-learning><python><neural-network><keras><accuracy>","1","0",""
"81149","2020-09-03 03:07:42","","0","16","<tensorflow><object-detection><python-3.x>","0","0",""
"81154","2020-09-03 07:56:18","","0","28","<pandas><data><visualization>","1","0",""
"81157","2020-09-03 09:23:03","","1","42","<lstm><pytorch><prediction>","1","0",""
"81160","2020-09-03 10:14:00","","0","14","<deep-learning><tensorflow><training><object-detection><object-recognition>","0","2","1"
"81163","2020-09-03 10:51:41","81174","2","84","<dataset><regression><linear-regression>","2","0",""
"81165","2020-09-03 11:05:53","","1","55","<machine-learning><python><time-series><data><data-analysis>","1","3",""
"81167","2020-09-03 11:48:17","","1","37","<neural-network>","1","0",""
"81168","2020-09-03 11:59:04","","0","26","<machine-learning><distance>","0","1","1"
"81169","2020-09-03 12:45:51","81172","1","148","<word-embeddings><distance><cosine-distance>","1","0",""
"81170","2020-09-03 13:14:42","","0","15","<clustering><data-formats>","0","1",""
"81171","2020-09-03 13:20:08","81178","1","55","<machine-learning>","1","0",""
"81177","2020-09-03 14:38:51","81202","2","35","<statistics><data><data-analysis>","1","0",""
"81184","2020-09-03 16:01:29","81192","1","33","<neural-network><random-forest><ensemble-modeling>","1","6",""
"81185","2020-09-03 16:20:33","","0","35","<neural-network>","1","0",""
"81189","2020-09-03 17:38:51","","2","183","<optimization>","1","0","0"
"81190","2020-09-03 17:49:51","","2","27","<machine-learning><tensorflow><regression>","0","5",""
"81191","2020-09-03 17:51:05","","0","25","<deep-learning><dataset><cnn>","1","0",""
"81193","2020-09-03 18:31:24","","0","8","<machine-learning><python><regression><predictive-modeling><svr>","0","0",""
"81194","2020-09-03 18:33:53","81200","1","26","<deep-learning><cnn><data-augmentation>","1","0",""
"81195","2020-09-03 18:53:31","","0","7","<neural-network><performance><pruning>","0","0",""
"81197","2020-09-03 19:18:01","","0","72","<python><scikit-learn><random-forest><overfitting>","2","0",""
"81198","2020-09-03 19:36:20","","0","28","<python><classification><scikit-learn><pipelines>","0","2",""
"81199","2020-09-03 19:50:23","","2","111","<metric><confusion-matrix>","2","1",""
"81201","2020-09-03 23:00:08","","0","9","<machine-learning><prediction><sequence>","0","0",""
"81206","2020-09-04 01:13:45","","0","81","<machine-learning><scikit-learn><pandas><data><prediction>","1","0",""
"81208","2020-09-04 03:24:53","81211","0","25","<numpy>","1","2",""
"81209","2020-09-04 03:31:24","","0","13","<tensorflow><embeddings><categorical-encoding>","0","0",""
"81212","2020-09-04 03:51:36","","2","26","<boosting><categorical-encoding><catboost>","0","0",""
"81215","2020-09-04 05:15:03","","0","13","<neural-network><deep-learning><probability>","0","2",""
"81221","2020-09-04 07:59:48","","1","61","<deep-learning><keras><tensorflow><gpu>","1","0",""
"81222","2020-09-04 08:11:29","","1","61","<machine-learning><classification><regression>","1","12",""
"81227","2020-09-04 11:00:11","81236","0","35","<python><statistics><correlation><data-analysis>","1","0",""
"81228","2020-09-04 11:23:37","","0","12","<dataset><random-forest><pyspark>","0","0",""
"81230","2020-09-04 12:12:40","","1","18","<keras><regression>","0","0",""
"81231","2020-09-04 12:48:29","","0","18","<neural-network><deep-learning><data-science-model><preprocessing>","0","1",""
"81232","2020-09-04 13:34:07","81378","6","187","<neural-network><convnet><backpropagation>","1","0","1"
"81233","2020-09-04 13:35:03","81355","1","51","<python><classification><random-forest><adaboost>","1","0",""
"81237","2020-09-04 15:13:20","","0","24","<python><neural-network><classification><overfitting><audio-recognition>","0","10","0"
"81239","2020-09-04 15:23:06","","2","32","<r><statistics><data-analysis>","0","2",""
"81241","2020-09-04 17:42:29","82755","-1","54","<machine-learning><computer-vision><ai>","2","0",""
"81242","2020-09-04 18:14:53","81271","0","68","<python><pandas><dataframe><jupyter>","1","0",""
"81247","2020-09-04 19:58:46","","0","36","<machine-learning><time-series>","1","1","1"
"81248","2020-09-04 20:54:25","","1","56","<nlp><bert><transformer><finetuning><pretraining>","2","0",""
"81249","2020-09-04 20:58:01","81341","1","23","<neural-network><nlp><text-mining><word-embeddings><word2vec>","1","0",""
"81254","2020-09-05 01:16:23","","1","25","<statistics>","1","1",""
"81255","2020-09-05 02:29:33","","0","28","<classification><dataset><algorithms><data-analysis><distance>","0","1",""
"81256","2020-09-05 04:53:05","81262","2","265","<scikit-learn><linear-regression><epochs><learning-rate>","2","0",""
"81260","2020-09-05 07:16:26","","3","169","<categorical-encoding><target-encoding>","1","0","2"
"81261","2020-09-05 08:24:50","","0","37","<graph-neural-network>","0","0",""
"81263","2020-09-05 09:07:51","81298","2","43","<python><nlp><sentiment-analysis>","2","4",""
"71460","2020-03-30 20:27:38","","0","41","<linear-regression><seaborn>","0","2",""
"71461","2020-03-30 20:38:20","","0","275","<python><keras><tensorflow>","0","0",""
"71462","2020-03-30 21:29:08","","4","118","<python><seaborn>","0","1",""
"71463","2020-03-30 22:44:33","","1","554","<apache-spark><apache-hadoop><pyspark><hive>","0","1",""
"71468","2020-03-31 02:41:04","","0","10","<machine-learning><google>","0","0",""
"71471","2020-03-31 06:23:45","","0","11","<machine-learning><python>","0","0",""
"71472","2020-03-31 06:29:26","","0","23","<machine-learning><python><deep-learning><image-segmentation>","1","0",""
"71473","2020-03-31 06:51:30","","0","26","<machine-learning><prediction>","0","2",""
"71474","2020-03-31 07:44:42","","0","9","<optimization><hyperparameter-tuning><bayesian><bayesian-networks>","0","0",""
"71475","2020-03-31 08:17:01","","1","15","<machine-learning><cross-validation>","0","2",""
"71477","2020-03-31 08:36:44","","1","32","<python><pandas><visualization><market-basket-analysis>","0","1",""
"71478","2020-03-31 08:41:56","","1","29","<keras><lstm>","0","0",""
"71480","2020-03-31 10:05:00","","-1","15","<machine-learning><neural-network><deep-learning><cnn><convolution>","1","1",""
"71481","2020-03-31 10:32:33","","1","1457","<python><keras><tensorflow><cnn>","1","0",""
"71482","2020-03-31 10:43:12","","7","1752","<python>","3","2","2"
"71484","2020-03-31 11:34:08","71495","0","28","<visualization><plotting>","1","0",""
"71488","2020-03-31 12:51:11","","1","31","<machine-learning><data-mining>","1","0",""
"71494","2020-03-31 13:48:47","","1","51","<machine-learning><data-mining><clustering><statistics>","1","0",""
"71496","2020-03-31 14:02:22","","0","25","<decision-trees><prediction><interpretation><shap>","0","1",""
"71499","2020-03-31 14:48:35","","0","24","<r><sampling><smote>","0","0",""
"71500","2020-03-31 14:49:29","","0","14","<apache-hadoop>","1","0",""
"71502","2020-03-31 15:18:16","","0","47","<convnet><convolution>","0","4",""
"71503","2020-03-31 15:51:47","","0","9","<probability><mse>","0","0",""
"71505","2020-03-31 16:22:46","","1","22","<classification><dataset>","0","2",""
"71507","2020-03-31 17:10:57","","0","7","<python><computer-vision><image>","0","0",""
"71511","2020-03-31 18:50:54","","0","17","<time-series><linear-regression>","0","1",""
"71512","2020-03-31 19:31:52","","0","68","<nlp><text-mining>","1","0",""
"71514","2020-03-31 20:13:24","","0","4","<machine-learning><deep-learning><pytorch><generative-models>","0","0",""
"71515","2020-03-31 20:37:51","","1","94","<scikit-learn><class-imbalance>","2","3",""
"71516","2020-03-31 21:09:19","","0","8","<machine-learning><evaluation><metric>","0","0",""
"71518","2020-03-31 22:03:33","","0","37","<hyperparameter><hyperparameter-tuning><bayesian><bayesian-networks><gaussian-process>","1","0",""
"71524","2020-03-31 23:55:57","","1","23","<neural-network><deep-learning><optimization>","1","0",""
"71527","2020-04-01 00:47:32","","0","246","<machine-learning><python><xgboost><feature-engineering><encoding>","1","0",""
"71528","2020-04-01 01:26:01","","0","13","<visualization>","0","1",""
"71530","2020-04-01 05:36:54","","0","51","<machine-learning><dataset><regression><machine-learning-model><data-science-model>","0","6",""
"71531","2020-04-01 05:43:40","","0","21","<natural-language-process>","1","3",""
"71534","2020-04-01 07:54:14","","0","35","<training><backpropagation><recurrent-neural-net>","0","0",""
"71535","2020-04-01 08:03:19","","0","38","<machine-learning><neural-network><deep-learning><image-classification><image-recognition>","2","0",""
"71536","2020-04-01 08:27:11","71569","1","402","<tensorflow>","2","0",""
"71539","2020-04-01 10:18:59","","0","31","<classification><feature-scaling><encoding><categorical-encoding>","0","0",""
"71543","2020-04-01 11:45:35","","0","36","<classification><time-series><regression>","1","0",""
"71544","2020-04-01 11:50:43","","1","190","<neural-network><deep-learning><pytorch><deep-network>","0","0",""
"71545","2020-04-01 12:32:03","","0","53","<neural-network><keras><reshape><multi-output>","0","0",""
"71546","2020-04-01 12:54:38","","0","15","<machine-learning><expectation-maximization>","0","0",""
"71550","2020-04-01 14:27:11","","1","41","<machine-learning><neural-network><deep-learning><classification><decision-trees>","1","0",""
"71551","2020-04-01 14:42:42","","5","93","<machine-learning><algorithms><sequence>","2","5","2"
"71552","2020-04-01 14:51:02","","0","6","<normalization>","0","0",""
"71553","2020-04-01 15:07:25","","1","26","<machine-learning><regression><metric>","1","7",""
"71554","2020-04-01 15:10:00","71555","0","63","<machine-learning><predictive-modeling><statistics>","1","4",""
"71557","2020-04-01 16:17:14","","1","28","<machine-learning><deep-learning><cnn><computer-vision>","0","0",""
"71558","2020-04-01 17:14:29","","1","184","<machine-learning><nlp><multilabel-classification><text-classification>","2","1","1"
"71560","2020-04-01 17:44:13","","1","19","<python><deep-learning><keras><nlp><convnet>","0","0",""
"71562","2020-04-01 18:18:59","","0","239","<neural-network><keras><convnet><training><image-preprocessing>","0","2",""
